ZIP_CODE,MEDIAN_HOUSEHOLD_INCOME,MEAN_HOUSEHOLD_INCOME,
5405,54637,117088,
5408,57785,66280,
5439,53438,63206,
5440,51475,58735,
5441,54231,62170,
5442,48831,53890,
5443,54791,65294,
5444,65586,73916,
5445,92431,150801,
5446,63458,74077,
5447,48517,53693,
5448,60979,69886,
5450,49027,55269,
5452,72871,83686,
5454,69359,78668,
5455,54231,62170,
5456,63438,74982,
5457,50268,60805,
5458,64727,80819,
5459,50273,60827,
5461,71881,86861,
5462,65450,72486,
5463,51475,58735,
5464,62244,68861,
5465,87127,92895,
5468,66199,70944,
5471,37812,46301,
5472,65164,77001,
5473,65521,75333,
5474,51475,58735,
5476,39921,47659,
5477,75916,84202,
5478,55763,62399,
5482,84405,127645,
5483,50733,60941,
5485,50273,60827,
5486,64727,80819,
5487,68025,75666,
5488,53652,61857,
5489,82263,90674,
5491,59347,67807,
5492,48831,53890,
5494,82210,90650,
5495,72348,92249,
5602,54524,66463,
5640,58393,67596,
5641,50043,60012,
5647,53706,66640,
5648,58393,67596,
5649,57955,62788,
5650,58393,67596,
5651,61402,77424,
5652,48831,53890,
5653,48831,53890,
5654,57658,62534,
5655,54813,66599,
5656,28409,40503,
5657,48689,54840,
5658,54137,66728,
5660,64531,75392,
5661,55474,69347,
5663,56102,61240,
5664,55961,60906,
5667,54631,67569,
5669,55730,61047,
5672,56250,77314,
5673,62562,76448,
5674,64514,102466,
5675,57055,61954,
5676,63664,76103,
5677,60452,75149,
5678,58869,63182,
5679,50516,58819,
5680,48859,55166,
5681,58393,67596,
5682,61718,74542,
5701,42778,54541,
5730,53187,62841,
5732,44623,59301,
5733,44363,56694,
5734,60369,73032,
5735,44078,59181,
5736,53468,70206,
5737,63625,79385,
5738,62566,84433,
5739,59927,74872,
5740,46515,66070,
5742,53187,62841,
5743,46220,55063,
5744,58157,71800,
5747,51378,65396,
5748,51378,65396,
5751,62708,84760,
5753,48922,62912,
5757,53955,62880,
5758,53187,62841,
5759,55802,61246,
5760,60074,72539,
5761,52391,69142,
5762,63625,79385,
5763,61796,76061,
5764,47008,60943,
5765,52598,62773,
5766,51378,65396,
5767,43265,50677,
5769,46395,62500,
5770,60344,73010,
5772,56378,69425,
5773,53513,62922,
5774,47224,61160,
5775,50761,67877,
5776,37135,66576,
5777,45097,54711,
5778,57752,70563,
5819,40064,53549,
5820,42076,52202,
5821,58841,70127,
5822,39240,44503,
5824,39519,46737,
5825,42411,52603,
5826,42112,52236,
5827,42111,52235,
5828,50111,74033,
5829,41846,53919,
5830,39377,49372,
5832,45123,52270,
5833,40357,47224,
5836,41573,51456,
5837,38273,44933,
5839,44803,54748,
5841,44803,54748,
5842,44053,52175,
5843,41026,53268,
5845,42076,52202,
5846,30256,42954,
5847,42076,52202,
5850,44861,55877,
5851,39882,47482,
5853,40357,47224,
5855,37931,47231,
5857,39685,51051,
5858,37234,44350,
5859,39673,51044,
5860,41020,49093,
5862,48833,62051,
5866,43052,47618,
5867,43052,47618,
5868,39673,51044,
5871,45404,51774,
5872,40320,47305,
5873,46255,58496,
5874,39673,51044,
5875,43419,52147,
5904,37234,44350,
5905,11885,14157,
5906,37234,44350,
6001,107974,145020,
6002,72180,87236,
6010,59700,70651,
6013,114992,123460,
6016,68764,81389,
6018,48038,61099,
6019,84996,115473,
6021,72000,94407,
6022,96563,134372,
6023,85990,98613,
6024,46417,58674,
6026,77596,103926,
6029,81892,94609,
6031,68674,96039,
6032,90956,131533,
6033,103875,127609,
6035,89957,115769,
6037,88662,99502,
6039,63587,109405,
6040,63871,75115,
6042,66288,78030,
6043,89426,103528,
6051,35037,42661,
6052,56008,63997,
6053,42717,49914,
6057,80718,109692,
6058,69160,92343,
6060,103451,130296,
6061,80718,109692,
6062,64756,72961,
6063,87656,93366,
6065,41049,43723,
6066,64308,74790,
6067,73415,84142,
6068,63481,109090,
6069,70104,101073,
6070,113662,146069,
6071,38226,45401,
6073,122539,159006,
6074,89054,104917,
6076,67166,71919,
6078,88786,115647,
6081,73387,149336,
6082,69603,78237,
6084,99136,118141,
6085,80443,96317,
6088,56500,65592,
6089,113010,139619,
6090,103971,130951,
6092,132753,171363,
6093,91401,110910,
6095,78615,92275,
6096,61164,71015,
6098,60975,69857,
6103,78380,97575,
6105,30369,47919,
6106,28397,39854,
6107,109321,133255,
6108,45956,56129,
6109,75131,88478,
6110,60017,71376,
6111,68426,80093,
6112,33646,43676,
6114,32542,42584,
6117,98210,131290,
6118,54927,64158,
6119,65178,85166,
6120,17588,25025,
6226,39367,51078,
6231,109760,122423,
6232,84274,98360,
6234,68849,73980,
6235,62679,79762,
6237,85891,94083,
6238,87706,89976,
6239,56968,61225,
6241,56867,64893,
6242,76222,92368,
6243,67167,72468,
6247,78385,86814,
6248,104374,111725,
6249,72431,89633,
6250,75917,96592,
6254,74226,79409,
6255,53496,66097,
6256,48689,58299,
6259,68817,90317,
6260,53919,63931,
6262,49327,62493,
6263,37569,50701,
6264,75417,84197,
6266,48689,58299,
6268,49247,68324,
6269,6124,5229,
6277,66186,77013,
6278,69634,83402,
6279,62500,76420,
6280,50480,60034,
6281,73780,90811,
6282,74000,91065,
6320,43512,52572,
6330,69039,75740,
6331,70907,77284,
6332,69896,74010,
6333,94582,118068,
6334,74921,90221,
6335,91722,107698,
6336,75000,90346,
6339,78714,96745,
6340,55494,67409,
6350,68241,74682,
6351,66237,74830,
6353,61151,87274,
6354,61220,65063,
6355,73348,94723,
6357,74262,90549,
6359,88835,98869,
6360,55148,64826,
6365,77377,85572,
6370,70109,86269,
6371,70734,93854,
6373,64500,67953,
6374,62599,67613,
6375,72114,88941,
6376,94583,126677,
6377,64500,67953,
6378,81317,122072,
6379,64043,78672,
6380,51875,60986,
6382,61471,73884,
6384,73714,84830,
6385,70585,90106,
6387,69896,74010,
6389,70841,83747,
6390,66193,93668,
6401,55905,64475,
6403,81214,83382,
6405,73114,96735,
6409,87480,129515,
6410,109266,126676,
6412,80185,100140,
6413,75328,92216,
6414,86322,95057,
6415,93010,97787,
6416,83209,104737,
6417,65250,88429,
6418,21949,26093,
6419,99500,122072,
6420,94975,107826,
6422,105417,113549,
6423,84881,96128,
6424,87165,98904,
6426,87480,129515,
6437,100221,131350,
6438,86179,101497,
6441,86179,101497,
6442,87480,129515,
6443,108242,140803,
6444,74671,89437,
6447,108232,119554,
6450,57812,70105,
6451,55010,65679,
6455,80392,99107,
6456,81586,84313,
6457,61247,72714,
6460,75882,90581,
6461,85922,105791,
6467,74671,89437,
6468,109050,127549,
6469,74867,87527,
6470,113409,140818,
6471,72098,86116,
6472,91801,103007,
6473,82993,100560,
6475,78292,97075,
6477,99808,124988,
6478,107564,118684,
6479,82358,93587,
6480,87894,100068,
6481,80392,99107,
6482,106422,129010,
6483,74432,80956,
6484,83298,100736,
6488,85449,109180,
6489,75279,92611,
6492,73757,86116,
6498,61082,93212,
6510,39877,52434,
6511,38749,55530,
6512,59713,67899,
6513,40943,52810,
6514,68112,77022,
6515,50865,66455,
6516,52565,63539,
6517,71991,89294,
6518,76569,94712,
6519,30676,41001,
6524,113720,135661,
6525,126317,193687,
6604,34905,47818,
6605,36529,49427,
6606,54154,62007,
6607,33843,45773,
6608,27565,34974,
6610,38042,47754,
6611,106365,129693,
6612,145432,192513,
6614,77092,86603,
6615,56700,75289,
6702,13814,21066,
6704,33458,42450,
6705,44223,55979,
6706,42257,50565,
6708,54204,63606,
6710,40176,50345,
6712,86948,111522,
6716,79520,91875,
6750,77128,101156,
6751,82899,96572,
6752,450,693,
6754,84760,123425,
6755,98611,112312,
6756,76705,95059,
6757,68481,116981,
6758,81583,91325,
6759,78698,99483,
6762,99823,123155,
6763,81583,91325,
6770,59494,70268,
6776,87087,102482,
6777,71321,115313,
6778,82031,95328,
6779,67700,72001,
6782,74620,83721,
6783,97768,150709,
6784,114831,132705,
6785,68481,116981,
6786,72693,78401,
6787,66854,77446,
6790,49748,60560,
6791,91038,102150,
6793,67869,113158,
6794,68118,112690,
6795,87401,99301,
6796,78001,114546,
6798,78628,103739,
6801,87323,102241,
6804,111156,137084,
6807,151379,238287,
6810,56766,69744,
6811,93282,96110,
6812,101566,114807,
6820,184602,291298,
6824,139688,188803,
6825,103470,126527,
6830,137453,249421,
6831,144255,286023,
6840,202067,307845,
6850,85847,101572,
6851,82817,109053,
6853,147588,230873,
6854,62026,80442,
6855,80103,101744,
6856,69045,75992,
6870,194605,314714,
6877,141241,207083,
6878,164722,252627,
6880,154840,255129,
6883,213124,286305,
6890,169545,251619,
6896,125642,170441,
6897,160286,234496,
6901,55121,80760,
6902,67355,92701,
6903,184570,247926,
6905,92621,122922,
6906,83119,105971,
6907,82612,104309,
7001,76615,81642,
7002,54621,68438,
7003,67950,76535,
7004,97361,118702,
7005,93586,121853,
7006,108792,139504,
7008,57338,71326,
7009,96718,123513,
7010,69247,81772,
7011,53314,63085,
7012,65757,81268,
7013,76034,94913,
7014,70340,80841,
7016,104055,129009,
7017,43643,49767,
7018,38630,51109,
7020,83530,108240,
7021,181732,289268,
7022,44907,60570,
7023,127450,126752,
7024,73336,95417,
7026,51696,63096,
7027,72254,79699,
7028,159157,205326,
7029,51730,62104,
7030,96393,129230,
7031,70502,85374,
7032,60861,70872,
7033,76500,84949,
7034,76670,85723,
7035,52878,58562,
7036,56860,68567,
7039,135253,184778,
7040,113393,134703,
7041,120852,160793,
7042,88119,127038,
7043,157381,212708,
7044,92257,121301,
7045,119421,157259,
7046,154384,242602,
7047,53821,67887,
7050,42376,50917,
7052,91631,117284,
7054,82660,104716,
7055,34291,43985,
7057,58074,65186,
7058,111581,145516,
7059,141084,221274,
7060,56605,69935,
7062,55273,70074,
7063,65909,78091,
7064,72609,80306,
7065,62392,74500,
7066,82573,98504,
7067,87694,106078,
7068,100289,133558,
7069,111785,156894,
7070,87017,105954,
7071,68387,83648,
7072,62255,77720,
7073,63991,72676,
7074,53500,70149,
7075,90071,90824,
7076,119551,142195,
7077,73534,80397,
7078,205243,322206,
7079,127396,148714,
7080,94149,98512,
7081,86490,108494,
7082,133102,164558,
7083,76472,89152,
7086,60750,93282,
7087,40749,51110,
7088,53287,64409,
7090,132953,189475,
7092,116150,143869,
7093,42930,57332,
7094,81119,99784,
7095,76614,86286,
7102,31137,41233,
7103,30901,41792,
7104,33994,43463,
7105,43412,52485,
7106,46783,58633,
7107,32831,44589,
7108,29834,39145,
7109,63190,72186,
7110,79889,95333,
7111,41922,51900,
7112,39987,49988,
7114,14570,25040,
7201,46418,56132,
7202,42027,49417,
7203,57956,69366,
7204,64822,77751,
7205,56931,68893,
7206,42323,51389,
7208,52674,65063,
7302,76967,98752,
7304,40861,56705,
7305,54392,67068,
7306,41963,56446,
7307,52343,66278,
7310,107673,129728,
7311,147739,168962,
7401,131563,188740,
7405,110552,131878,
7407,66977,79445,
7410,93539,108521,
7416,64251,77204,
7417,162095,235259,
7418,81886,101016,
7419,75821,82623,
7420,8909,10406,
7421,89212,98933,
7422,80900,88531,
7423,155030,195984,
7424,73517,83578,
7430,96955,139988,
7432,87905,104074,
7435,107381,118291,
7436,112126,132463,
7438,94316,105855,
7439,78699,81217,
7440,85368,102829,
7442,87142,100785,
7444,84587,103019,
7446,115109,143841,
7450,150933,206953,
7452,139462,189170,
7456,108299,120044,
7457,86328,94245,
7458,152462,239924,
7460,80259,94248,
7461,72685,86367,
7462,82579,91277,
7463,94034,113265,
7465,86399,100924,
7470,104063,122864,
7480,90027,110659,
7481,148340,191303,
7501,23989,30516,
7502,50458,58311,
7503,36511,45764,
7504,44975,56261,
7505,18597,25986,
7506,73102,88743,
7508,76790,86820,
7512,68249,94460,
7513,41617,51513,
7514,38480,47822,
7522,32050,42990,
7524,34767,41616,
7601,57732,69368,
7603,76022,88909,
7604,89150,99578,
7605,73198,104332,
7606,74545,82031,
7607,79852,90232,
7608,64641,76439,
7620,172054,303937,
7621,83370,100315,
7624,114696,144302,
7626,105625,149098,
7627,147714,213632,
7628,83132,93798,
7630,99292,119806,
7631,75427,104778,
7632,101956,168465,
7640,115875,143300,
7641,135694,179945,
7642,115878,130694,
7643,57951,73771,
7644,54592,67123,
7645,111633,149625,
7646,79378,98848,
7647,87270,117370,
7648,102117,121697,
7649,124218,149518,
7650,57135,74597,
7652,108193,124464,
7656,106646,125882,
7657,60791,76035,
7660,61928,80452,
7661,97645,106308,
7662,66341,76725,
7663,82170,92553,
7666,98855,127832,
7670,125355,184764,
7675,106536,133947,
7676,112114,135549,
7677,150404,194247,
7701,76725,93678,
7702,83922,110209,
7703,57036,78156,
7704,112449,160447,
7711,87373,120941,
7712,57250,76528,
7716,86309,118031,
7717,83333,120849,
7718,91278,113502,
7719,79486,99174,
7720,59792,67290,
7721,71646,86568,
7722,139891,187259,
7723,89651,126503,
7724,80517,96988,
7726,87556,101886,
7727,88230,111469,
7728,85252,103739,
7730,88623,94718,
7731,92221,103921,
7732,75644,89501,
7733,144078,197848,
7734,49908,60224,
7735,63381,72354,
7737,77200,94506,
7738,126375,145084,
7739,144299,186857,
7740,52627,76766,
7746,131241,159945,
7747,92283,114920,
7748,101680,125868,
7750,94583,131893,
7751,126204,159229,
7753,61130,72365,
7755,89587,110527,
7756,37960,63483,
7757,89881,141885,
7758,93469,103486,
7760,133203,218417,
7762,82730,124541,
7764,89820,104292,
7801,64187,73875,
7803,91667,105068,
7820,82781,104825,
7821,98015,112334,
7822,87589,102874,
7823,66113,80915,
7825,85062,104590,
7826,85973,100839,
7827,65532,73304,
7828,84118,96511,
7830,61932,81549,
7832,77911,94931,
7833,76052,90114,
7834,103989,128625,
7836,87771,105629,
7838,80117,92192,
7840,78240,92057,
7842,122955,135094,
7843,88189,92371,
7846,95179,109861,
7847,88934,110485,
7848,92487,104682,
7849,86575,97834,
7850,80253,90431,
7851,73906,100735,
7852,112518,121941,
7853,115910,148035,
7856,77940,92259,
7857,59641,69374,
7860,74356,85801,
7863,69641,80863,
7865,86109,107935,
7866,96674,111815,
7869,131123,164872,
7870,125119,184538,
7871,114439,144049,
7874,87295,97271,
7876,107252,114184,
7878,98036,116280,
7880,89844,95450,
7881,73906,100735,
7882,74644,90884,
7885,80687,89166,
7901,135965,205082,
7920,134134,186201,
7921,88515,133908,
7922,138590,168217,
7924,128333,200040,
7926,162125,273074,
7927,99089,134569,
7928,134723,200149,
7930,146683,218759,
7931,144169,233241,
7932,107465,134956,
7933,113750,149271,
7934,122861,166594,
7935,147373,232958,
7936,108919,141027,
7939,119911,165853,
7940,108845,160237,
7945,137647,217616,
7946,124984,167516,
7950,105494,129453,
7960,105186,143929,
7961,98696,124418,
7970,162125,273074,
7974,116386,149688,
7976,168365,291112,
7977,123875,163022,
7979,22195,44685,
7980,115025,151341,
7981,102697,114246,
8001,84844,87574,
8002,67229,81271,
8003,106675,138633,
8004,74310,85944,
8005,64681,77117,
8006,89632,141909,
8007,56053,68876,
8008,72586,111777,
8009,68368,83591,
8010,56913,67939,
8011,36765,56435,
8012,69443,78497,
8014,87209,97571,
8015,65080,71665,
8016,72300,80936,
8019,70625,81833,
8020,98165,112042,
8021,55858,63779,
8022,84514,103398,
8023,63124,72880,
8026,76538,94974,
8027,63817,81478,
8028,53538,65248,
8029,59795,72252,
8030,52210,60291,
8031,55890,64819,
8033,99236,134997,
8034,86241,101355,
8035,80247,98370,
8036,87047,103673,
8037,62817,73752,
8038,66384,73050,
8039,106667,119389,
8041,85417,107315,
8042,85417,107315,
8043,93913,119684,
8045,56006,68011,
8046,67049,73999,
8048,81636,93343,
8049,55994,64695,
8050,70134,83445,
8051,75931,86635,
8052,55067,62094,
8053,89883,101941,
8054,84700,101970,
8055,110060,131663,
8056,98204,112036,
8057,121235,157974,
8059,61919,75522,
8060,69348,80221,
8061,98295,112190,
8062,102201,115587,
8063,65961,75745,
8064,56360,78459,
8065,62707,72221,
8066,49235,62758,
8067,66016,74646,
8068,51467,73528,
8069,43621,55792,
8070,58771,67219,
8071,67160,80540,
8072,65061,72246,
8073,89713,106420,
8074,93969,117070,
8075,72604,81905,
8077,91737,104683,
8078,53353,65490,
8079,46613,58254,
8080,84764,99252,
8081,76311,83234,
8083,70544,78387,
8084,63028,76994,
8085,89416,96677,
8086,69373,81488,
8087,57870,69346,
8088,85362,97783,
8089,73345,81838,
8090,82200,92395,
8091,61029,68694,
8092,53401,71774,
8093,52933,64431,
8094,67379,78323,
8095,77796,79924,
8096,65623,75813,
8097,81311,89760,
8098,76447,89736,
8102,23719,36474,
8103,27980,36666,
8104,24631,31638,
8105,31896,43537,
8106,68551,76714,
8107,53206,63622,
8108,71671,84890,
8109,62258,77380,
8110,51599,62313,
8201,65435,75709,
8202,87552,191900,
8203,65513,79876,
8204,53551,67521,
8205,68365,81064,
8210,66351,77158,
8212,52639,76562,
8215,59052,68616,
8217,54730,74348,
8221,81559,129865,
8223,74325,91696,
8224,70625,81833,
8225,72079,84088,
8226,57881,81719,
8230,79584,94637,
8232,40571,52553,
8234,67705,79003,
8241,63942,81598,
8242,49817,57698,
8243,54715,90686,
8244,48775,61422,
8246,86039,88102,
8247,68989,109129,
8248,78906,96207,
8251,42216,54098,
8260,41338,61515,
8270,66842,71398,
8302,38305,47216,
8310,56160,63332,
8311,70354,74072,
8312,70299,77241,
8317,61932,71608,
8318,73631,81098,
8319,61932,71608,
8321,45250,50518,
8322,72934,97976,
8326,53072,61421,
8328,67279,72585,
8330,61837,71405,
8332,42668,54040,
8340,39520,44163,
8341,53060,61414,
8343,69460,85261,
8344,64030,72146,
8345,46093,51303,
8346,57308,64042,
8349,11127,12422,
8350,57308,64042,
8352,68571,75799,
8353,62472,69058,
8360,49040,58917,
8361,69301,86292,
8401,31112,45902,
8402,70307,101069,
8403,92697,150277,
8406,51788,78668,
8501,105793,117680,
8502,145174,182175,
8505,78971,88845,
8510,127952,154349,
8511,80916,89462,
8512,95747,120241,
8514,101254,116450,
8515,138129,66281,
8518,69701,77575,
8520,83115,96698,
8525,127303,152701,
8527,85067,96562,
8528,110816,124893,
8530,86772,116144,
8533,74894,86071,
8534,129262,158332,
8535,130572,154496,
8536,88644,108124,
8540,111142,164579,
8542,89693,120618,
8550,153681,197536,
8551,106841,132759,
8553,88929,111036,
8554,77706,83634,
8555,136579,155641,
8558,159931,217801,
8559,86891,114764,
8560,107245,145503,
8561,87703,112791,
8562,67329,77810,
8608,22446,37684,
8609,37656,49264,
8610,47801,56138,
8611,35860,46641,
8618,47842,57905,
8619,75410,87361,
8620,98799,89829,
8628,78490,88712,
8629,52331,60052,
8638,51445,60625,
8640,91284,97298,
8641,53183,61193,
8648,89945,111477,
8690,87045,96331,
8691,96594,117093,
8701,40747,56240,
8720,121375,160819,
8721,71737,83128,
8722,78527,84592,
8723,62116,78541,
8724,68007,83869,
8730,98419,116691,
8731,68983,83768,
8732,77269,86769,
8733,62184,69929,
8734,81393,95606,
8735,60037,79983,
8736,97819,131786,
8738,81194,152838,
8740,61250,68992,
8741,75058,86598,
8742,73737,94524,
8750,93854,129435,
8751,48024,64361,
8752,40143,54244,
8753,76929,89421,
8755,67317,85608,
8757,41884,48474,
8758,74736,90251,
8759,37305,47744,
8801,122569,156041,
8802,106882,124861,
8804,108061,121722,
8805,71287,81489,
8807,111762,126718,
8808,85893,107761,
8809,97898,126433,
8810,103741,122024,
8812,92130,111581,
8816,101523,117473,
8817,82959,91867,
8820,111084,134137,
8821,126411,152030,
8822,105614,128237,
8823,97261,108346,
8824,106729,119283,
8825,91719,97845,
8826,88978,113186,
8827,96161,113776,
8828,80690,90184,
8829,90355,104308,
8830,84221,92468,
8831,76536,93922,
8832,55684,63602,
8833,83115,103919,
8835,54982,69680,
8836,135971,161286,
8837,65787,88087,
8840,97756,117533,
8844,110492,124304,
8846,77107,89658,
8848,94075,112502,
8850,92839,101876,
8852,93959,107607,
8853,128874,146128,
8854,88165,98220,
8857,88137,99152,
8859,69461,83200,
8861,47619,58843,
8863,78784,84207,
8865,59278,68865,
8867,104602,124235,
8869,70097,89454,
8872,80293,88781,
8873,85950,99431,
8876,83109,95276,
8879,65162,76378,
8880,78427,89867,
8882,65930,77280,
8884,68218,78862,
8886,99070,113550,
8887,96583,131306,
8889,123666,146325,
8890,94875,108442,
8901,44193,57250,
8902,79335,90786,
8904,75938,97888,
10001,71245,123113,
10002,30844,46259,
10003,89999,139331,
10004,110184,156683,
10005,115133,163763,
10006,111220,156776,
10007,145459,256236,
10009,56615,78138,
10010,93702,137106,
10011,92359,160937,
10012,81317,135999,
10013,69836,137738,
10014,98450,162205,
10016,96760,144872,
10017,102524,149724,
10018,84799,112292,
10019,84786,133175,
10020,113846,147680,
10021,113800,198530,
10022,93107,158965,
10023,108286,194366,
10024,110999,191408,
10025,65001,112009,
10026,31542,50332,
10027,38550,57767,
10028,105456,192258,
10029,32877,56937,
10030,28525,51241,
10031,31526,51413,
10032,29536,40902,
10033,36463,53967,
10034,37866,46838,
10035,23302,37222,
10036,62393,89879,
10037,40080,52945,
10038,55937,89760,
10039,28692,37075,
10040,37107,48180,
10044,102486,117866,
10065,108155,191674,
10069,54236,108784,
10075,112268,188422,
10110,36906,79288,
10128,105187,180473,
10162,72258,116427,
10165,85565,151404,
10170,104023,146411,
10171,104023,146411,
10199,84276,107615,
10278,104405,143247,
10280,98938,138990,
10301,56776,75010,
10302,59919,70774,
10303,54758,66353,
10304,46260,65695,
10305,58938,75469,
10306,75212,91446,
